vehicle_id,make,model,year,body_type,candidate_priority,target_country_code,source_market,verification_status,observed_local_prices,local_currency,local_median_price,local_sample_count,local_listing_urls,observed_source_prices,source_currency,source_median_price,source_sample_count,source_listing_urls,image_license_status,promotion_ready,promotion_blockers,available_country_codes,available_source_markets,evidence_pair_count
honda-accord-2008,Honda,Accord,2008,sedan,high,NG,korea,verified-source-backed,5030000|5100000|5515000|5700000|6000000,NGN,5515000,5,https://autochek.africa/ng/cars-for-sale/honda-2008 | https://autochek.africa/ng/car/accord-honda-ref-mZN8XQ4G7 | https://autochek.africa/ng/cars-for-sale/honda/accord/xh_6NMaiy | https://autochek.africa/ng/cars-for-sale/honda/accord/49TnYv4rN,4078|4661,USD,4369.5,2,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2008/mfg_year_to%3D2008 | https://www.beforward.jp/honda/accord/ca827591/id/12917071/?mfg_year_from=2008 | https://www.beforward.jp/honda/accord/ca140367/id/12223693/?mfg_year_from=2008,pending-licensed-image,false,The source evidence comes from a mixed stocklist page and only same-year Korea rows were retained. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
honda-accord-2011,Honda,Accord,2011,sedan,high,NG,korea,verified-source-backed,6015000|7530000|4830000|6000000,NGN,6007500,4,https://autochek.africa/ng/cars-for-sale/honda/honda-accord-ref-JUPYIt7XT | https://autochek.africa/ng/cars-for-sale/honda/accord/5PjPwOxaV | https://autochek.africa/ng/cars-for-sale/honda/accord/32wGeFjAU | https://autochek.africa/ng/cars-for-sale/honda/accord/xRe2GelWi,2319|4446|2580|5070,USD,3513,4,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2011/mfg_year_to%3D2011 | https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2011/mfg_year_to%3D2011/fob_price_to%3D9000,pending-licensed-image,false,The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
honda-accord-2016,Honda,Accord,2016,sedan,high,NG,mixed-international,verified-source-backed,10500000|12015000|12515000|12715000|13530000|16015000,NGN,12615000,6,https://autochek.africa/ng/cars-for-sale/honda-accord-2016 | https://autochek.africa/ng/car/accord-honda-ref-l_6YpvfEx | https://autochek.africa/ng/car/accord-honda-ref--F7ApYfkf | https://autochek.africa/ng/cars-for-sale/honda/accord/lrEQdVZIm,3650|7163|7594|7785|8725|8802|9378|9714|9850|10220,USD,8763.5,10,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2016/mfg_year_to%3D2016/ | https://www.beforward.jp/es/honda/accord/by782637/id/11934534/,pending-licensed-image,false,The verified source-market sample spans multiple source countries not yet modeled in the live calculator. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,mixed-international,1
honda-accord-2018,Honda,Accord,2018,sedan,high,NG,korea,verified-source-backed,28000000|29000000|19115000|18000000|21000000|27515000|20530000|17530000|30030000|25030000|27015000|27000000|34500000|36015000,NGN,27007500,14,https://autochek.africa/ng/cars-for-sale/honda-accord-2018 | https://autochek.africa//ng/car/accord-honda-ref-2JdkMy7fr | https://autochek.africa/ng/car/accord-honda-ref-EkLKGoMEF | https://autochek.africa//ng/car/accord-honda-ref-qNbCfj2a0,10980|11985|12178|14014|14151|14507,USD,13096,6,https://www.beforward.jp/honda/accord/cc141572/id/14158383/ | https://www.beforward.jp/ru/honda/accord/ca167787/id/12251206/ | https://www.beforward.jp/ge/honda/accord/ca129548/id/12212767/ | https://www.beforward.jp/fr/honda/accord/ca828632/id/12918120/ | https://www.beforward.jp/ge/honda/accord/ca129554/id/12212773/ | https://www.beforward.jp/sw/honda/accord/by321984/id/11469001/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | The verified sample spans multiple 2018 Accord variants, including petrol and hybrid trims, that are not yet normalized into one live record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.",NG,korea,1
honda-accord-2020,Honda,Accord,2020,sedan,high,NG,japan,verified-source-backed,29000000|33000000,NGN,31000000,2,https://autochek.africa/ng/cars-for-sale/honda/accord/Zx-qTMQII | https://autochek.africa/ng/cars-for-sale/honda/accord/vc2G0ok1u,14910|14240|15570|22360,USD,15240,4,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2020/mfg_year_to%3D2020,pending-licensed-image,false,The verified sample spans multiple 2020 Accord variants that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
honda-accord-2022,Honda,Accord,2022,sedan,high,GH,japan,verified-source-backed,245050|275650,GHS,260350,2,https://autochek.africa/gh/cars-for-sale/honda/accord/local | https://autochek.africa/gh/cars-for-sale/honda/honda-accord-ref-kzfPk7oyJ,21060|22210,USD,21635,2,https://www.beforward.jp/stocklist/make%3D2/model%3D284/mfg_year_from%3D2022/mfg_year_to%3D2022,pending-licensed-image,false,The source stocklist contains mixed-country inventory and only the clearly labeled Japan/Kobe observations were used. | Only Ghana local-market evidence is verified so far. | No licensed image has been attached yet.,GH,japan,1
honda-cr-v-2004,Honda,CR-V,2004,suv,high,NG,japan,verified-source-backed,2550000|2700000|2900000|3100000|3600000,NGN,2900000,5,https://jiji.ng/cars/honda-cr-v-2004-blue | https://jiji.ng/cars/honda-cr-v-2004 | https://jiji.ng/lagos-abule-egba/cars/honda-cr-v-2004-red-aDDZ3bCZQo2toLqAdkgmzOXP.html,1850|3850|3940|5150,USD,3895,4,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2004/mfg_year_to%3D2004/fob_price_to%3D2000 | https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2004/mfg_year_to%3D2004/fob_price_to%3D4000 | https://www.beforward.jp/stocklist/make%3D2/model%3D303/fob_price_to%3D5000/page%3D2,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from multi-unit stocklist pages. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
honda-cr-v-2007,Honda,CR-V,2007,suv,high,NG,korea,verified-source-backed,5330000|5530000|5900000,NGN,5530000,3,https://autochek.africa/ng/cars-for-sale/honda/cr-v/local | https://autochek.africa/ng/car/cr-v-honda-ref-RQfvf9_Rr | https://autochek.africa/ng/car/cr-v-honda-ref-ydEM2ys8y,3369|3460|3630|3996|4463|4970,USD,3813,6,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2007/mfg_year_to%3D2007 | https://www.beforward.jp/honda/cr-v/cc084680/id/14100964/?mfg_year_from=2007 | https://www.beforward.jp/honda/cr-v/cc023260/id/14100964/?mfg_year_from=2007,pending-licensed-image,false,The source evidence comes from a mixed stocklist page and only same-year Korea rows were retained. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
honda-cr-v-2010,Honda,CR-V,2010,suv,high,NG,mixed-international,verified-source-backed,6315000|5830000|8500000|7500000,NGN,6907500,4,https://autochek.africa//ng/car/cr-v-honda-ref-O9DWep3No | https://autochek.africa/ng/cars-for-sale/honda/Honda-CR-V-ref-CGAOlkCrd | https://autochek.africa/ng/cars-for-sale/honda-cr-v-2010 | https://autochek.africa/ng/cars-for-sale/honda/cr-v/Yqg6gQKU1,3320|4149|3778|4399|7500,USD,4149,5,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2010/mfg_year_to%3D2010/,pending-licensed-image,false,The source-market sample spans mixed international inventory and is not yet normalized to one source-market preset. | The source evidence comes from a multi-unit stocklist page. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,mixed-international,1
honda-cr-v-2013,Honda,CR-V,2013,suv,high,KE,mixed-international,verified-source-backed,2515000,KES,2515000,1,https://autochek.africa//ke/car/cr-v-honda-ref-SMjiAaaoq,4790|4940|5550|8173|8786,USD,5550,5,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2013/mfg_year_to%3D2013 | https://www.beforward.jp/honda/cr-v/ca183762/id/12267445/ | https://www.beforward.jp/honda/cr-v/bh436151/id/1965065/?mfg_year_from=2013,pending-licensed-image,false,The verified source-market sample spans multiple source countries not yet modeled as one source in the live calculator. | Only one Kenya local-market listing has been verified so far. | No licensed image has been attached yet.,KE,mixed-international,1
honda-cr-v-2018,Honda,CR-V,2018,suv,high,KE,mixed-international,verified-source-backed,4650000|4650000,KES,4650000,2,https://autochek.africa/ke/car/cr-v-honda-ref-p7HwM_cIv | https://autochek.africa/ke/car/cr-v-honda-ref-wRxBvxzKp,15070|15500|16050|17730,USD,15775,4,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2018/mfg_year_to%3D2018/,pending-licensed-image,false,The verified source-market sample spans multiple source countries not yet modeled as one source in the live calculator. | Only Kenya local-market evidence is verified so far. | No licensed image has been attached yet.,KE,mixed-international,1
honda-cr-v-2023,Honda,CR-V,2023,suv,high,NG,korea,verified-source-backed,70000000,NGN,70000000,1,https://autochek.africa/ng/cars-for-sale/Honda/CR-V,24302|21201|23976,USD,23976,3,https://www.beforward.jp/stocklist/make%3D2/model%3D303/mfg_year_from%3D2023/mfg_year_to%3D2023,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | Only one Nigeria local-market listing has been verified so far. | No licensed image has been attached yet.",NG,korea,1
hyundai-elantra-2004,Hyundai,Elantra,2004,sedan,high,NG,korea,verified-source-backed,285000|400000,NGN,342500,2,https://lagos.adsafrica.com.ng/item/2894383/ | https://ibadan.adsafrica.com.ng/category/2/custom_make/27/,3884|3913|4079|4145|4610,USD,4079,5,https://www.beforward.jp/hyundai/avante/is558045/id/678189 | https://www.beforward.jp/hyundai/avante/bf661902/id/786437 | https://www.beforward.jp/es/hyundai/avante-elantra-/bf661904/id/786455/ | https://www.beforward.jp/ge/hyundai/avante-elantra-/bf521460/id/629527/ | https://www.beforward.jp/hyundai/avante/bf521460/id/629527,pending-licensed-image,false,Nigeria local evidence for this row comes from AdsAfrica rather than Autochek and should be normalized in the live pipeline. | One local page contains a mismatched descriptive sentence and needs manual review before promotion. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
hyundai-elantra-2007,Hyundai,Elantra,2007,sedan,high,NG,korea,verified-source-backed,4800000|8530000,NGN,6665000,2,https://autochek.africa/ng/car/elantra-hyundai-ref-57S4o6Sr8 | https://autochek.africa/ng/cars-for-sale/hyundai/hyundai-elantra-ref-h1i4UA-Uc,3373|3431|3694,USD,3431,3,https://www.beforward.jp/stocklist/make%3D44/model%3D1924/mfg_year_from%3D2007/mfg_year_to%3D2007/fob_price_to%3D9000 | https://www.beforward.jp/hyundai/avante-elantra-/cb683254/id/13745973/?mfg_year_from=2007,pending-licensed-image,false,The source evidence comes from a mixed stocklist page and only same-year Korea rows were retained. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
hyundai-elantra-2010,Hyundai,Elantra,2010,sedan,high,NG,korea,verified-source-backed,4515000|5815000|7530000|8530000,NGN,6672500,4,https://autochek.africa/ng/cars-for-sale/hyundai/hyundai-elantra-ref-yx2LJjlje | https://autochek.africa/ng/car/elantra-hyundai-ref-OHGjd1sjV | https://autochek.africa/ng/cars-for-sale/hyundai/hyundai-elantra-ref-pHdyj4wr8 | https://autochek.africa/ng/cars-for-sale/hyundai/hyundai-elantra-ref-0SylM8caE,2733|2853|2958|3598|3694|4271,USD,3278,6,https://www.beforward.jp/stocklist/make%3D44/model%3D1924/mfg_year_from%3D2010/mfg_year_to%3D2010/ | https://www.beforward.jp/hyundai/avante-elantra-/cc463684/id/14483035/?mfg_year_from=2010,pending-licensed-image,false,The source evidence comes from a mixed stocklist page and only same-year Korea rows were retained. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
hyundai-elantra-2013,Hyundai,Elantra,2013,sedan,high,NG,korea,verified-source-backed,8515000|12000000|9560000|7500000|6800000,NGN,8515000,5,https://autochek.africa/ng/cars-for-sale/hyundai/elantra/PR1kqmfKv | https://autochek.africa/ng/cars-for-sale/hyundai/elantra/XpzLdUN_f | https://autochek.africa/ng/cars-for-sale/hyundai/elantra/WDqXo60dZ | https://autochek.africa/ng/cars-for-sale/hyundai/elantra/9u4z1_iUO | https://autochek.africa/ng/cars-for-sale/hyundai/elantra/uz7Y8ZEUx,3982|3996|4419|3425|3886,USD,3982,5,https://www.beforward.jp/stocklist/make%3D44/model%3D1924/mfg_year_from%3D2013/mfg_year_to%3D2013/,pending-licensed-image,false,The source evidence comes from a multi-unit stocklist page. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
hyundai-elantra-2016,Hyundai,Elantra,2016,sedan,high,NG,korea,verified-source-backed,14530000|16000000,NGN,15265000,2,https://autochek.africa/ng/car/elantra-hyundai-ref-io-L3c5nM | https://autochek.africa/ng/cars-for-sale/hyundai/Hyundai-Elantra-ref-E6OTLQCI0,9096|7905,USD,8500.5,2,https://www.beforward.jp/stocklist/make%3D44/model%3D1924/mfg_year_from%3D2016/mfg_year_to%3D2016/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.",NG,korea,1
hyundai-elantra-2018,Hyundai,Elantra,2018,sedan,high,NG,korea,verified-source-backed,9800000|14515000|16300000|16800000,NGN,15407500,4,https://autochek.africa/ng/cars-for-sale/hyundai/elantra/CzKeVnhpi | https://autochek.africa/ng/cars-for-sale/hyundai-elantra | https://autochek.africa/ng/car/elantra-hyundai-ref-q6w-Iyq-D | https://autochek.africa/ng/cars-for-sale/2018,5821|5826|7196|7508|10102,USD,7196,5,https://www.beforward.jp/hyundai/avante-elantra-/ca348774/id/12433735/ | https://www.beforward.jp/hyundai/avante-elantra-/by848815/id/12001233/ | https://www.beforward.jp/hyundai/avante-elantra-/ca060636/id/12143007/ | https://www.beforward.jp/hyundai/avante-elantra-/by869964/id/12022554/ | https://www.beforward.jp/hyundai/avante-elantra-/by848502/id/12000920/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.",NG,korea,1
hyundai-elantra-2020,Hyundai,Elantra,2020,sedan,high,NG,korea,verified-source-backed,23015000,NGN,23015000,1,https://autochek.africa/ng/car/elantra-hyundai-ref-zCLmR1kQ0,10538|10870|7997|10726,USD,10632,4,https://www.beforward.jp/stocklist/make%3D44/model%3D1924/mfg_year_from%3D2020/mfg_year_to%3D2020/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | Only one Nigeria local-market listing has been verified so far. | No licensed image has been attached yet.",NG,korea,1
hyundai-elantra-2023,Hyundai,Elantra,2023,sedan,high,NG,korea,verified-source-backed,30500000|34500000|35000000|37000000|31500000,NGN,34500000,5,https://jiji.ng/ajah/cars/hyundai-elantra-n-line-2023-gray-lavYGDVVfLV9ntkapUppQGqm.html | https://jiji.ng/ajah/cars/hyundai-elantra-2023-gray-sH2zFRev0waUBaoHmmaDVkCv.html | https://jiji.ng/central-business-district/cars/hyundai-elantra-2023-gray-hRJQD0MCu6GfQPsG5NMs9Gd8.html | https://jiji.ng/agege/cars/hyundai-elantra-2023-black-wRbDpS9nkOFeEE3MclNFFw66.html | https://jiji.ng/jabi/cars/hyundai-elantra-limited-2023-black-kRZkVmjhQqAT42I54er3FMoX.html,13170|14280|15415|17908,USD,14847.5,4,https://www.beforward.jp/hyundai/avante-elantra-/by849806/id/12002226/ | https://www.beforward.jp/hyundai/avante-elantra-/ca049777/id/12131897/ | https://www.beforward.jp/hyundai/avante-elantra-/by850013/id/12002435/ | https://www.beforward.jp/es/hyundai/avante-elantra-/by559934/id/11709864/,pending-licensed-image,false,"Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The verified sample spans multiple 2023 Elantra trims, including N Line and Limited variants, that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.",NG,korea,1
jaguar-i-pace-2024,Jaguar,I-Pace,2024,suv,high,ZA,uk,verified-source-backed,1229990,ZAR,1229990,1,https://www.autotrader.co.za/car-for-sale/jaguar/i-pace/ev400/27915256,33200,GBP,33200,1,https://www.autotrader.co.uk/cars/used/jaguar/i-pace/2024,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | The source sample comes from a UK 2024 year page rather than a single VIN-specific listing. | No licensed image has been attached yet.,ZA,uk,1
jetour-dashing-2024,Jetour,Dashing,2024,suv,high,ZA,malaysia,verified-source-backed,469900,ZAR,469900,1,https://www.autotrader.co.za/car-for-sale/jetour/dashing/1.5/27750735,109800|116800,MYR,113300,2,https://models.jetour.com.my/dashing/,pending-licensed-image,false,The Malaysia source sample comes from official model pricing rather than a single trim-matched used export listing. | Only one South Africa local-market listing is verified so far. | No licensed image has been attached yet.,ZA,malaysia,1
jetour-dashing-2025,Jetour,Dashing,2025,suv,high,ZA,uae,verified-source-backed,469900,ZAR,469900,1,https://www.autotrader.co.za/car-for-sale/jetour/dashing/1.5/27867521,35960,USD,35960,1,https://www.beforward.jp/ge/jetour/dashing/ca019501/id/12101506/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,uae,1
kia-sportage-2005,Kia,Sportage,2005,suv,high,NG,korea,verified-source-backed,3800000|4000000|5250000,NGN,4000000,3,https://jiji.ng/oyo/cars/kia | https://jiji.ng/ikeja/cars/kia-sportage,2300|2429|2466,USD,2429,3,https://www.beforward.jp/stocklist/make%3D313/model%3D1870/fob_price_to%3D2500 | https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2005/mfg_year_to%3D2005/fob_price_to%3D6000,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | Local evidence mixes local-used and foreign-used 2005 Sportage entries. | The source evidence comes from multi-unit stocklist pages. | No licensed image has been attached yet.,NG,korea,1
kia-sportage-2008,Kia,Sportage,2008,suv,high,NG,korea,verified-source-backed,3800000|3850000|4000000|4300000|4700000,NGN,4000000,5,https://jiji.ng/ikeja/cars/kia-sportage-2008-7I3QpvJRN3mXJXLGFrcgcZoA.html | https://jiji.ng/lagos/cars/kia-sportage-2008 | https://jiji.ng/ikeja/cars/kia-sportage-2008-gray-zQzhocpeHclEb347tX7s0HNi.html | https://jiji.ng/lekki/cars/kia-sportage-2008-burgundy-ll0vSPKebtsMjQ7BOlETQIlc.html | https://jiji.ng/lagos/cars/kia-sportage,2585|2603|2710|2815|2911,USD,2710,5,https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2008/mfg_year_to%3D2008 | https://www.beforward.jp/ge/kia/sportage/ca443101/id/12528800/ | https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2008/mfg_year_to%3D2008/fob_price_to%3D3000 | https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2008/mfg_year_to%3D2008/fob_price_to%3D3500,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from a mix of direct listings and multi-unit stocklist pages. | No licensed image has been attached yet.,NG,korea,1
kia-sportage-2011,Kia,Sportage,2011,suv,high,NG,korea,verified-source-backed,7300000|7500000|8800000|9450000,NGN,8150000,4,https://jiji.ng/cars/kia-sportage-2011 | https://jiji.ng/kaduna-north/cars/kia-sportage-2011-black-6pCLI8J3zdHwarDyY4HKASU7.html | https://jiji.ng/gudu/cars/kia-sportage-2011-black-cF8gxoJ4xg0V6jbLXaz8u7kS.html,4264|4768|5083|5209,USD,4925.5,4,https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2011/mfg_year_to%3D2011,pending-licensed-image,false,Nigeria local evidence for this row comes from Jiji rather than Autochek and should be normalized in the live pipeline. | The source evidence comes from a multi-unit stocklist page. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,korea,1
kia-sportage-2014,Kia,Sportage,2014,suv,high,NG,korea,verified-source-backed,16015000|14515000,NGN,15265000,2,https://www.autochek.africa/ng/cars-for-sale/sportage/kia | https://autochek.africa/ng/car/kia-sportage-ref-0nmmOrwCR,5600|5903|6953|7344,USD,6428,4,https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2014/mfg_year_to%3D2014 | https://www.beforward.jp/kia/sportage/cc379502/id/14397695/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | The verified sample spans petrol and diesel Sportage variants that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.",NG,korea,1
kia-sportage-2020,Kia,Sportage,2020,suv,high,GH,korea,verified-source-backed,392950|387850,GHS,390400,2,https://autochek.africa/gh/car/sportage-kia-ref-674VKhZ53 | https://autochek.africa/gh/car/sportage-kia-ref-dYS_H6DAW,9751|13399|13793,USD,13399,3,https://www.beforward.jp/fr/kia/sportage-the-bold/ca905476/id/12995460/ | https://www.beforward.jp/es/kia/sportage/by891351/id/12043093/ | https://www.beforward.jp/kia/sportage/by891357/id/12043099/,pending-licensed-image,false,"The verified source market is Korea, which is not yet wired into the live calculator source-market presets. | Only Ghana local-market evidence is verified so far. | No licensed image has been attached yet.",GH,korea,1
kia-sportage-2023,Kia,Sportage,2023,suv,high,NG,korea,verified-source-backed,55515000,NGN,55515000,1,https://autochek.africa/ng/cars-for-sale/kia/kia-sportage-ref-SqX2eE0Vp,23004|19879|22595|19585|25017|17456|22815|19491|22407,USD,22407,9,https://www.beforward.jp/pt/kia/sportage/ca418611/id/12504233/ | https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2023/mfg_year_to%3D2023/ | https://www.beforward.jp/stocklist/make%3D313/model%3D1870/mfg_year_from%3D2023/mfg_year_to%3D2023,pending-licensed-image,false,Only one Nigeria local-market listing has been verified so far. | The source evidence comes from a mix of direct listings and multi-unit stocklist pages. | No licensed image has been attached yet.,NG,korea,1
land-rover-range-rover-evoque-2022,Land Rover,Range Rover Evoque,2022,suv,high,ZA,japan,verified-source-backed,659995,ZAR,659995,1,https://www.cars.co.za/for-sale/used/2022-Land-Rover-Range-Rover-Evoque-2.0D-Autobiography--D200-147kW-Gauteng-Pretoria/10654689/,25570,USD,25570,1,https://www.beforward.jp/land-rover/range-rover-evoque/cb371450/id/13430391/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,japan,1
land-rover-range-rover-sport-2008,Land Rover,Range Rover Sport,2008,suv,high,ZA,uk,verified-source-backed,139000,ZAR,139000,1,https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/tdv8/28434448,8990,USD,8990,1,https://sp.beforward.jp/land-rover/range-rover-sport/cc622110/id/14643098/,pending-licensed-image,false,"Local sample is TDV8 while the source sample is 3.6 TD V8 HSE, so trim normalization is still needed. | Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.",ZA,uk,1
land-rover-range-rover-sport-2012,Land Rover,Range Rover Sport,2012,suv,high,ZA,japan,verified-source-backed,179999,ZAR,179999,1,https://www.cars.co.za/for-sale/used/2012-Land-Rover-Range-Rover-Sport-3.0-D-HSE-Lux-Gauteng-Johannesburg/10573331/,11590,USD,11590,1,https://sp.beforward.jp/stocklist/make%3D52/model%3D848/mfg_year_from%3D2012/mfg_year_to%3D2012,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,japan,1
land-rover-range-rover-sport-2016,Land Rover,Range Rover Sport,2016,suv,high,ZA,uk,verified-source-backed,549950,ZAR,549950,1,https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/sdv6/27968283,31500,USD,31500,1,https://www.beforward.jp/land-rover/range-rover-sport/ca391932/id/12476297/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,uk,1
land-rover-range-rover-sport-2019,Land Rover,Range Rover Sport,2019,suv,high,ZA,uae,verified-source-backed,879950|949950|969950,ZAR,949950,3,https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/sdv6/27947472 | https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/tdv6/28505954 | https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/supercharged/28489560,53400|43800|41000|57500|63000,USD,53400,5,https://www.dubicars.com/dubai/used/land-rover/range-rover-group/2019 | https://www.dubicars.com/dubai/used/land-rover/range-rover-sport-supercharged/2019,pending-licensed-image,false,"The staged sample spans diesel, petrol, and performance trims and should stay trim-normalized if promoted beyond staging. | Only South Africa and Ghana local-market evidence are verified so far. | No licensed image has been attached yet.",ZA|GH,uae|uk,2
land-rover-range-rover-sport-2022,Land Rover,Range Rover Sport,2022,suv,high,ZA,uk,verified-source-backed,899900,ZAR,899900,1,https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/tdv6/28456564,50650,USD,50650,1,https://www.beforward.jp/fr/land-rover/range-rover-sport/by457512/id/11606217/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,uk,1
land-rover-range-rover-sport-2024,Land Rover,Range Rover Sport,2024,suv,high,ZA,uk,verified-source-backed,2899000,ZAR,2899000,1,https://www.autotrader.co.za/car-for-sale/land-rover/range-rover-sport/d350/27997280,102320,USD,102320,1,https://www.beforward.jp/pt/land-rover/range-rover-sport/ca236905/id/12320117/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,uk,1
lexus-lx-2022,Lexus,LX,2022,suv,high,ZA,uae,verified-source-backed,1989900|2049900,ZAR,2019900,2,https://www.autotrader.co.za/car-for-sale/lexus/lx/600/28299558 | https://www.autotrader.co.za/car-for-sale/lexus/lx/600/28096467,346000|429000,AED,387500,2,https://www.dubicars.com/dubai/used/lexus/lx-600/2022 | https://www.dubicars.com/dubai/used/lexus/lx-600,pending-licensed-image,false,The Dubai source sample relies on average trim-level starting prices rather than a single trim-matched export listing. | Only South Africa and Nigeria local-market evidence are verified so far. | No licensed image has been attached yet.,ZA|NG,uae|japan,2
lexus-lx-2024,Lexus,LX,2024,suv,high,ZA,japan,verified-source-backed,1999990,ZAR,1999990,1,https://www.autotrader.co.za/car-for-sale/lexus/lx/600/28500361,95750,USD,95750,1,https://www.beforward.jp/ru/lexus/lx/ca274791/id/12359226/,pending-licensed-image,false,Only one South Africa local-market listing is verified so far. | Only one source-market listing is verified so far. | No licensed image has been attached yet.,ZA,japan,1
lexus-rx-2004,Lexus,RX,2004,suv,high,NG,japan,verified-source-backed,8500000|10515000|13130000|15030000,NGN,11822500,4,https://autochek.africa/ng/cars-for-sale/lexus/2004 | https://autochek.africa/ng/cars-for-sale/lexus/rx,6350|7500|7740|8800,USD,7620,4,https://www.beforward.jp/stocklist/make%3D68/model%3D2601/mfg_year_from%3D2004/mfg_year_to%3D2004/ | https://www.beforward.jp/lexus/rx/br715161/id/7122559/ | https://www.beforward.jp/lexus/rx/bg690295/id/1617144/,pending-licensed-image,false,Local evidence uses Lexus 2004 and RX family result pages rather than one trim-normalized vehicle page. | The verified sample spans RX family variants that are not yet normalized into one live trim record. | Only Nigeria local-market evidence is verified so far. | No licensed image has been attached yet.,NG,japan,1
