vehicle_id,make,make_slug,model,model_slug,year,year_bucket,body_type,fuel_types,transmissions,source_markets,candidate_priority,tags,blueprint_family,image_name,save_directory
kia-sorento-2013,Kia,kia,Sorento,sorento,2013,fairly_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,medium,suv|family,kia-sorento,kia-sorento-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sorento/2013/
kia-sorento-2016,Kia,kia,Sorento,sorento,2016,fairly_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,medium,suv|family,kia-sorento,kia-sorento-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sorento/2016/
kia-sorento-2019,Kia,kia,Sorento,sorento,2019,fairly_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,medium,suv|family,kia-sorento,kia-sorento-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sorento/2019/
kia-sorento-2022,Kia,kia,Sorento,sorento,2022,very_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,medium,suv|family,kia-sorento,kia-sorento-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sorento/2022/
kia-sportage-2005,Kia,kia,Sportage,sportage,2005,old,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2005/
kia-sportage-2008,Kia,kia,Sportage,sportage,2008,old,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2008/
kia-sportage-2011,Kia,kia,Sportage,sportage,2011,old,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2011/
kia-sportage-2014,Kia,kia,Sportage,sportage,2014,fairly_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2014/
kia-sportage-2020,Kia,kia,Sportage,sportage,2020,very_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2020/
kia-sportage-2023,Kia,kia,Sportage,sportage,2023,very_recent,suv,petrol|diesel,automatic,uae|uk|south-africa|local-dealer,high,suv|value,kia-sportage,kia-sportage-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/kia/sportage/2023/
lexus-es-2004,Lexus,lexus,ES,es,2004,old,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2004/
lexus-es-2007,Lexus,lexus,ES,es,2007,old,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2007/
lexus-es-2010,Lexus,lexus,ES,es,2010,old,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2010/
lexus-es-2013,Lexus,lexus,ES,es,2013,fairly_recent,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2013/
lexus-es-2018,Lexus,lexus,ES,es,2018,fairly_recent,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2018/
lexus-es-2021,Lexus,lexus,ES,es,2021,very_recent,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2021/
lexus-es-2023,Lexus,lexus,ES,es,2023,very_recent,sedan,petrol|hybrid,automatic|cvt,uae|uk|japan|local-dealer,medium,premium|sedan,lexus-es,lexus-es-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/es/2023/
lexus-gx-2004,Lexus,lexus,GX,gx,2004,old,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2004/
lexus-gx-2008,Lexus,lexus,GX,gx,2008,old,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2008/
lexus-gx-2010,Lexus,lexus,GX,gx,2010,old,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2010/
lexus-gx-2014,Lexus,lexus,GX,gx,2014,fairly_recent,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2014/
lexus-gx-2017,Lexus,lexus,GX,gx,2017,fairly_recent,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2017/
lexus-gx-2020,Lexus,lexus,GX,gx,2020,very_recent,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2020/
lexus-gx-2023,Lexus,lexus,GX,gx,2023,very_recent,suv,petrol,automatic,uae|japan|local-dealer,medium,premium|suv,lexus-gx,lexus-gx-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/gx/2023/
lexus-nx-2015,Lexus,lexus,NX,nx,2015,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,medium,premium|suv|hybrid,lexus-nx,lexus-nx-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/nx/2015/
lexus-nx-2017,Lexus,lexus,NX,nx,2017,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,medium,premium|suv|hybrid,lexus-nx,lexus-nx-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/nx/2017/
lexus-nx-2019,Lexus,lexus,NX,nx,2019,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,medium,premium|suv|hybrid,lexus-nx,lexus-nx-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/nx/2019/
lexus-nx-2021,Lexus,lexus,NX,nx,2021,very_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,medium,premium|suv|hybrid,lexus-nx,lexus-nx-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/nx/2021/
lexus-nx-2023,Lexus,lexus,NX,nx,2023,very_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,medium,premium|suv|hybrid,lexus-nx,lexus-nx-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/nx/2023/
lexus-rx-2004,Lexus,lexus,RX,rx,2004,old,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2004/
lexus-rx-2007,Lexus,lexus,RX,rx,2007,old,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2007/
lexus-rx-2010,Lexus,lexus,RX,rx,2010,old,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2010/
lexus-rx-2013,Lexus,lexus,RX,rx,2013,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2013/
lexus-rx-2016,Lexus,lexus,RX,rx,2016,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2016/
lexus-rx-2018,Lexus,lexus,RX,rx,2018,fairly_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2018/
lexus-rx-2020,Lexus,lexus,RX,rx,2020,very_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2020/
lexus-rx-2022,Lexus,lexus,RX,rx,2022,very_recent,suv,petrol|hybrid,automatic|cvt,japan|uae|uk|local-dealer,high,premium|suv|hybrid,lexus-rx,lexus-rx-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/lexus/rx/2022/
mazda-atenza-mazda-6-2005,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2005,old,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2005/
mazda-atenza-mazda-6-2008,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2008,old,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2008/
mazda-atenza-mazda-6-2011,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2011,old,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2011/
mazda-atenza-mazda-6-2014,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2014,fairly_recent,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2014/
mazda-atenza-mazda-6-2017,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2017,fairly_recent,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2017/
mazda-atenza-mazda-6-2020,Mazda,mazda,Atenza / Mazda 6,atenza-mazda-6,2020,very_recent,sedan,petrol|diesel,automatic,japan|uk|local-dealer,medium,sedan|value,mazda-atenza,mazda-atenza-mazda-6-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/atenza-mazda-6/2020/
mazda-bt-50-2008,Mazda,mazda,BT-50,bt-50,2008,old,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2008/
mazda-bt-50-2012,Mazda,mazda,BT-50,bt-50,2012,old,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2012/
mazda-bt-50-2015,Mazda,mazda,BT-50,bt-50,2015,fairly_recent,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2015/
mazda-bt-50-2018,Mazda,mazda,BT-50,bt-50,2018,fairly_recent,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2018/
mazda-bt-50-2021,Mazda,mazda,BT-50,bt-50,2021,very_recent,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2021/
mazda-bt-50-2024,Mazda,mazda,BT-50,bt-50,2024,very_recent,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mazda-bt50,mazda-bt-50-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/bt-50/2024/
mazda-cx-5-2012,Mazda,mazda,CX-5,cx-5,2012,old,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2012/
mazda-cx-5-2014,Mazda,mazda,CX-5,cx-5,2014,fairly_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2014/
mazda-cx-5-2016,Mazda,mazda,CX-5,cx-5,2016,fairly_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2016/
mazda-cx-5-2018,Mazda,mazda,CX-5,cx-5,2018,fairly_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2018/
mazda-cx-5-2020,Mazda,mazda,CX-5,cx-5,2020,very_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2020/
mazda-cx-5-2022,Mazda,mazda,CX-5,cx-5,2022,very_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2022/
mazda-cx-5-2024,Mazda,mazda,CX-5,cx-5,2024,very_recent,suv,petrol|diesel,automatic,japan|uk|uae|local-dealer,medium,suv|value,mazda-cx5,mazda-cx-5-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/cx-5/2024/
mazda-demio-2005,Mazda,mazda,Demio / Mazda 2,demio,2005,old,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2005/
mazda-demio-2008,Mazda,mazda,Demio / Mazda 2,demio,2008,old,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2008/
mazda-demio-2011,Mazda,mazda,Demio / Mazda 2,demio,2011,old,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2011/
mazda-demio-2014,Mazda,mazda,Demio / Mazda 2,demio,2014,fairly_recent,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2014/
mazda-demio-2020,Mazda,mazda,Demio / Mazda 2,demio,2020,very_recent,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2020/
mazda-demio-2022,Mazda,mazda,Demio / Mazda 2,demio,2022,very_recent,hatchback,petrol|diesel,automatic,japan|uk|local-dealer,high,budget|city,mazda-demio,mazda-demio-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mazda/demio/2022/
mercedes-benz-c-class-2004,Mercedes-Benz,mercedes-benz,C-Class,c-class,2004,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2004/
mercedes-benz-c-class-2007,Mercedes-Benz,mercedes-benz,C-Class,c-class,2007,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2007/
mercedes-benz-c-class-2010,Mercedes-Benz,mercedes-benz,C-Class,c-class,2010,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2010/
mercedes-benz-c-class-2013,Mercedes-Benz,mercedes-benz,C-Class,c-class,2013,fairly_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2013/
mercedes-benz-c-class-2018,Mercedes-Benz,mercedes-benz,C-Class,c-class,2018,fairly_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2018/
mercedes-benz-c-class-2020,Mercedes-Benz,mercedes-benz,C-Class,c-class,2020,very_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2020/
mercedes-benz-c-class-2022,Mercedes-Benz,mercedes-benz,C-Class,c-class,2022,very_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-c-class,mercedes-benz-c-class-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2022/
mercedes-benz-e-class-2004,Mercedes-Benz,mercedes-benz,E-Class,e-class,2004,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2004/
mercedes-benz-e-class-2007,Mercedes-Benz,mercedes-benz,E-Class,e-class,2007,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2007/
mercedes-benz-e-class-2010,Mercedes-Benz,mercedes-benz,E-Class,e-class,2010,old,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2010/
mercedes-benz-e-class-2013,Mercedes-Benz,mercedes-benz,E-Class,e-class,2013,fairly_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2013/
mercedes-benz-e-class-2016,Mercedes-Benz,mercedes-benz,E-Class,e-class,2016,fairly_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2016/
mercedes-benz-e-class-2020,Mercedes-Benz,mercedes-benz,E-Class,e-class,2020,very_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2020/
mercedes-benz-e-class-2023,Mercedes-Benz,mercedes-benz,E-Class,e-class,2023,very_recent,sedan,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,high,premium|sedan,mercedes-e-class,mercedes-benz-e-class-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2023/
mercedes-benz-g-wagon-2004,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2004,old,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2004/
mercedes-benz-g-wagon-2008,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2008,old,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2008/
mercedes-benz-g-wagon-2012,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2012,old,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2012/
mercedes-benz-g-wagon-2016,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2016,fairly_recent,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2016/
mercedes-benz-g-wagon-2020,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2020,very_recent,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2020/
mercedes-benz-g-wagon-2024,Mercedes-Benz,mercedes-benz,G-Wagon,g-wagon,2024,very_recent,suv,petrol,automatic,uae|uk|south-africa|local-dealer,medium,premium|suv|high-risk,mercedes-g-wagon,mercedes-benz-g-wagon-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2024/
mercedes-benz-gle-ml-class-2005,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2005,old,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2005/
mercedes-benz-gle-ml-class-2008,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2008,old,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2008/
mercedes-benz-gle-ml-class-2011,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2011,old,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2011/
mercedes-benz-gle-ml-class-2014,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2014,fairly_recent,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2014/
mercedes-benz-gle-ml-class-2017,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2017,fairly_recent,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2017/
mercedes-benz-gle-ml-class-2020,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2020,very_recent,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2020/
mercedes-benz-gle-ml-class-2023,Mercedes-Benz,mercedes-benz,GLE / ML-Class,gle-ml-class,2023,very_recent,suv,petrol|diesel,automatic,uk|uae|south-africa|local-dealer,medium,premium|suv,mercedes-gle-ml,mercedes-benz-gle-ml-class-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2023/
mitsubishi-l200-triton-2006,Mitsubishi,mitsubishi,L200 / Triton,l200-triton,2006,old,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mitsubishi-l200,mitsubishi-l200-triton-2006-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2006/
mitsubishi-l200-triton-2009,Mitsubishi,mitsubishi,L200 / Triton,l200-triton,2009,old,pickup,diesel,manual|automatic,south-africa|uae|local-dealer,medium,pickup|work,mitsubishi-l200,mitsubishi-l200-triton-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2009/
