vehicle_id,make,model,year,body_type,image_name,save_directory
mercedes-benz-c-class-2013,Mercedes-Benz,C-Class,2013,sedan,mercedes-benz-c-class-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2013/
mercedes-benz-c-class-2018,Mercedes-Benz,C-Class,2018,sedan,mercedes-benz-c-class-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2018/
mercedes-benz-c-class-2020,Mercedes-Benz,C-Class,2020,sedan,mercedes-benz-c-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2020/
mercedes-benz-c-class-2022,Mercedes-Benz,C-Class,2022,sedan,mercedes-benz-c-class-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/c-class/2022/
mercedes-benz-e-class-2004,Mercedes-Benz,E-Class,2004,sedan,mercedes-benz-e-class-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2004/
mercedes-benz-e-class-2007,Mercedes-Benz,E-Class,2007,sedan,mercedes-benz-e-class-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2007/
mercedes-benz-e-class-2010,Mercedes-Benz,E-Class,2010,sedan,mercedes-benz-e-class-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2010/
mercedes-benz-e-class-2013,Mercedes-Benz,E-Class,2013,sedan,mercedes-benz-e-class-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2013/
mercedes-benz-e-class-2016,Mercedes-Benz,E-Class,2016,sedan,mercedes-benz-e-class-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2016/
mercedes-benz-e-class-2020,Mercedes-Benz,E-Class,2020,sedan,mercedes-benz-e-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2020/
mercedes-benz-e-class-2023,Mercedes-Benz,E-Class,2023,sedan,mercedes-benz-e-class-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/e-class/2023/
mercedes-benz-g-wagon-2004,Mercedes-Benz,G-Wagon,2004,suv,mercedes-benz-g-wagon-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2004/
mercedes-benz-g-wagon-2008,Mercedes-Benz,G-Wagon,2008,suv,mercedes-benz-g-wagon-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2008/
mercedes-benz-g-wagon-2012,Mercedes-Benz,G-Wagon,2012,suv,mercedes-benz-g-wagon-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2012/
mercedes-benz-g-wagon-2016,Mercedes-Benz,G-Wagon,2016,suv,mercedes-benz-g-wagon-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2016/
mercedes-benz-g-wagon-2020,Mercedes-Benz,G-Wagon,2020,suv,mercedes-benz-g-wagon-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2020/
mercedes-benz-g-wagon-2024,Mercedes-Benz,G-Wagon,2024,suv,mercedes-benz-g-wagon-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/g-wagon/2024/
mercedes-benz-gle-ml-class-2005,Mercedes-Benz,GLE / ML-Class,2005,suv,mercedes-benz-gle-ml-class-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2005/
mercedes-benz-gle-ml-class-2008,Mercedes-Benz,GLE / ML-Class,2008,suv,mercedes-benz-gle-ml-class-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2008/
mercedes-benz-gle-ml-class-2011,Mercedes-Benz,GLE / ML-Class,2011,suv,mercedes-benz-gle-ml-class-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2011/
mercedes-benz-gle-ml-class-2014,Mercedes-Benz,GLE / ML-Class,2014,suv,mercedes-benz-gle-ml-class-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2014/
mercedes-benz-gle-ml-class-2017,Mercedes-Benz,GLE / ML-Class,2017,suv,mercedes-benz-gle-ml-class-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2017/
mercedes-benz-gle-ml-class-2020,Mercedes-Benz,GLE / ML-Class,2020,suv,mercedes-benz-gle-ml-class-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2020/
mercedes-benz-gle-ml-class-2023,Mercedes-Benz,GLE / ML-Class,2023,suv,mercedes-benz-gle-ml-class-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mercedes-benz/gle-ml-class/2023/
mitsubishi-l200-triton-2006,Mitsubishi,L200 / Triton,2006,pickup,mitsubishi-l200-triton-2006-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2006/
mitsubishi-l200-triton-2009,Mitsubishi,L200 / Triton,2009,pickup,mitsubishi-l200-triton-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2009/
mitsubishi-l200-triton-2012,Mitsubishi,L200 / Triton,2012,pickup,mitsubishi-l200-triton-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2012/
mitsubishi-l200-triton-2015,Mitsubishi,L200 / Triton,2015,pickup,mitsubishi-l200-triton-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2015/
mitsubishi-l200-triton-2018,Mitsubishi,L200 / Triton,2018,pickup,mitsubishi-l200-triton-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2018/
mitsubishi-l200-triton-2021,Mitsubishi,L200 / Triton,2021,pickup,mitsubishi-l200-triton-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2021/
mitsubishi-l200-triton-2024,Mitsubishi,L200 / Triton,2024,pickup,mitsubishi-l200-triton-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/l200-triton/2024/
mitsubishi-outlander-2005,Mitsubishi,Outlander,2005,suv,mitsubishi-outlander-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2005/
mitsubishi-outlander-2008,Mitsubishi,Outlander,2008,suv,mitsubishi-outlander-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2008/
mitsubishi-outlander-2011,Mitsubishi,Outlander,2011,suv,mitsubishi-outlander-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2011/
mitsubishi-outlander-2014,Mitsubishi,Outlander,2014,suv,mitsubishi-outlander-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2014/
mitsubishi-outlander-2017,Mitsubishi,Outlander,2017,suv,mitsubishi-outlander-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2017/
mitsubishi-outlander-2020,Mitsubishi,Outlander,2020,suv,mitsubishi-outlander-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2020/
mitsubishi-outlander-2023,Mitsubishi,Outlander,2023,suv,mitsubishi-outlander-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/outlander/2023/
mitsubishi-pajero-montero-2004,Mitsubishi,Pajero / Montero,2004,suv,mitsubishi-pajero-montero-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2004/
mitsubishi-pajero-montero-2007,Mitsubishi,Pajero / Montero,2007,suv,mitsubishi-pajero-montero-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2007/
mitsubishi-pajero-montero-2010,Mitsubishi,Pajero / Montero,2010,suv,mitsubishi-pajero-montero-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2010/
mitsubishi-pajero-montero-2013,Mitsubishi,Pajero / Montero,2013,suv,mitsubishi-pajero-montero-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2013/
mitsubishi-pajero-montero-2016,Mitsubishi,Pajero / Montero,2016,suv,mitsubishi-pajero-montero-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2016/
mitsubishi-pajero-montero-2019,Mitsubishi,Pajero / Montero,2019,suv,mitsubishi-pajero-montero-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2019/
mitsubishi-pajero-montero-2022,Mitsubishi,Pajero / Montero,2022,suv,mitsubishi-pajero-montero-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/mitsubishi/pajero-montero/2022/
nissan-march-micra-2004,Nissan,March / Micra,2004,hatchback,nissan-march-micra-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2004/
nissan-march-micra-2007,Nissan,March / Micra,2007,hatchback,nissan-march-micra-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2007/
nissan-march-micra-2010,Nissan,March / Micra,2010,hatchback,nissan-march-micra-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2010/
nissan-march-micra-2013,Nissan,March / Micra,2013,hatchback,nissan-march-micra-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2013/
nissan-march-micra-2016,Nissan,March / Micra,2016,hatchback,nissan-march-micra-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2016/
nissan-march-micra-2019,Nissan,March / Micra,2019,hatchback,nissan-march-micra-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2019/
nissan-march-micra-2022,Nissan,March / Micra,2022,hatchback,nissan-march-micra-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/march-micra/2022/
nissan-navara-2006,Nissan,Navara,2006,pickup,nissan-navara-2006-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2006/
nissan-navara-2009,Nissan,Navara,2009,pickup,nissan-navara-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2009/
nissan-navara-2012,Nissan,Navara,2012,pickup,nissan-navara-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2012/
nissan-navara-2015,Nissan,Navara,2015,pickup,nissan-navara-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2015/
nissan-navara-2018,Nissan,Navara,2018,pickup,nissan-navara-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2018/
nissan-navara-2021,Nissan,Navara,2021,pickup,nissan-navara-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2021/
nissan-navara-2024,Nissan,Navara,2024,pickup,nissan-navara-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/navara/2024/
nissan-note-2006,Nissan,Note,2006,hatchback,nissan-note-2006-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2006/
nissan-note-2009,Nissan,Note,2009,hatchback,nissan-note-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2009/
nissan-note-2012,Nissan,Note,2012,hatchback,nissan-note-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2012/
nissan-note-2015,Nissan,Note,2015,hatchback,nissan-note-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2015/
nissan-note-2018,Nissan,Note,2018,hatchback,nissan-note-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2018/
nissan-note-2020,Nissan,Note,2020,hatchback,nissan-note-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2020/
nissan-note-2022,Nissan,Note,2022,hatchback,nissan-note-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/note/2022/
nissan-qashqai-dualis-2007,Nissan,Qashqai / Dualis,2007,suv,nissan-qashqai-dualis-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2007/
nissan-qashqai-dualis-2010,Nissan,Qashqai / Dualis,2010,suv,nissan-qashqai-dualis-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2010/
nissan-qashqai-dualis-2013,Nissan,Qashqai / Dualis,2013,suv,nissan-qashqai-dualis-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2013/
nissan-qashqai-dualis-2016,Nissan,Qashqai / Dualis,2016,suv,nissan-qashqai-dualis-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2016/
nissan-qashqai-dualis-2019,Nissan,Qashqai / Dualis,2019,suv,nissan-qashqai-dualis-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2019/
nissan-qashqai-dualis-2022,Nissan,Qashqai / Dualis,2022,suv,nissan-qashqai-dualis-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/qashqai-dualis/2022/
nissan-tiida-latio-2005,Nissan,Tiida / Latio,2005,sedan,nissan-tiida-latio-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/tiida-latio/2005/
nissan-tiida-latio-2008,Nissan,Tiida / Latio,2008,sedan,nissan-tiida-latio-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/tiida-latio/2008/
nissan-tiida-latio-2011,Nissan,Tiida / Latio,2011,sedan,nissan-tiida-latio-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/tiida-latio/2011/
nissan-tiida-latio-2014,Nissan,Tiida / Latio,2014,sedan,nissan-tiida-latio-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/tiida-latio/2014/
nissan-tiida-latio-2016,Nissan,Tiida / Latio,2016,sedan,nissan-tiida-latio-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/tiida-latio/2016/
nissan-x-trail-2004,Nissan,X-Trail,2004,suv,nissan-x-trail-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2004/
nissan-x-trail-2007,Nissan,X-Trail,2007,suv,nissan-x-trail-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2007/
nissan-x-trail-2010,Nissan,X-Trail,2010,suv,nissan-x-trail-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2010/
nissan-x-trail-2013,Nissan,X-Trail,2013,suv,nissan-x-trail-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2013/
nissan-x-trail-2017,Nissan,X-Trail,2017,suv,nissan-x-trail-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2017/
nissan-x-trail-2020,Nissan,X-Trail,2020,suv,nissan-x-trail-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2020/
nissan-x-trail-2023,Nissan,X-Trail,2023,suv,nissan-x-trail-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/nissan/x-trail/2023/
subaru-forester-2004,Subaru,Forester,2004,suv,subaru-forester-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2004/
subaru-forester-2007,Subaru,Forester,2007,suv,subaru-forester-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2007/
subaru-forester-2010,Subaru,Forester,2010,suv,subaru-forester-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2010/
subaru-forester-2013,Subaru,Forester,2013,suv,subaru-forester-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2013/
subaru-forester-2016,Subaru,Forester,2016,suv,subaru-forester-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2016/
subaru-forester-2019,Subaru,Forester,2019,suv,subaru-forester-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2019/
subaru-forester-2022,Subaru,Forester,2022,suv,subaru-forester-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/forester/2022/
subaru-impreza-2005,Subaru,Impreza,2005,sedan,subaru-impreza-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2005/
subaru-impreza-2008,Subaru,Impreza,2008,sedan,subaru-impreza-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2008/
subaru-impreza-2011,Subaru,Impreza,2011,sedan,subaru-impreza-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2011/
subaru-impreza-2014,Subaru,Impreza,2014,sedan,subaru-impreza-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2014/
subaru-impreza-2017,Subaru,Impreza,2017,sedan,subaru-impreza-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2017/
subaru-impreza-2020,Subaru,Impreza,2020,sedan,subaru-impreza-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2020/
subaru-impreza-2023,Subaru,Impreza,2023,sedan,subaru-impreza-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/subaru/impreza/2023/
suzuki-ertiga-2013,Suzuki,Ertiga,2013,mpv,suzuki-ertiga-2013-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/ertiga/2013/
suzuki-ertiga-2015,Suzuki,Ertiga,2015,mpv,suzuki-ertiga-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/ertiga/2015/
suzuki-ertiga-2017,Suzuki,Ertiga,2017,mpv,suzuki-ertiga-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/ertiga/2017/
suzuki-ertiga-2019,Suzuki,Ertiga,2019,mpv,suzuki-ertiga-2019-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/ertiga/2019/
suzuki-ertiga-2022,Suzuki,Ertiga,2022,mpv,suzuki-ertiga-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/ertiga/2022/
suzuki-swift-2005,Suzuki,Swift,2005,hatchback,suzuki-swift-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2005/
suzuki-swift-2008,Suzuki,Swift,2008,hatchback,suzuki-swift-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2008/
suzuki-swift-2011,Suzuki,Swift,2011,hatchback,suzuki-swift-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2011/
suzuki-swift-2014,Suzuki,Swift,2014,hatchback,suzuki-swift-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2014/
suzuki-swift-2017,Suzuki,Swift,2017,hatchback,suzuki-swift-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2017/
suzuki-swift-2020,Suzuki,Swift,2020,hatchback,suzuki-swift-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2020/
suzuki-swift-2023,Suzuki,Swift,2023,hatchback,suzuki-swift-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/swift/2023/
suzuki-vitara-escudo-2005,Suzuki,Vitara / Escudo,2005,suv,suzuki-vitara-escudo-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2005/
suzuki-vitara-escudo-2008,Suzuki,Vitara / Escudo,2008,suv,suzuki-vitara-escudo-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2008/
suzuki-vitara-escudo-2011,Suzuki,Vitara / Escudo,2011,suv,suzuki-vitara-escudo-2011-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2011/
suzuki-vitara-escudo-2014,Suzuki,Vitara / Escudo,2014,suv,suzuki-vitara-escudo-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2014/
suzuki-vitara-escudo-2017,Suzuki,Vitara / Escudo,2017,suv,suzuki-vitara-escudo-2017-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2017/
suzuki-vitara-escudo-2020,Suzuki,Vitara / Escudo,2020,suv,suzuki-vitara-escudo-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2020/
suzuki-vitara-escudo-2023,Suzuki,Vitara / Escudo,2023,suv,suzuki-vitara-escudo-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/suzuki/vitara-escudo/2023/
toyota-axio-2007,Toyota,Axio,2007,sedan,toyota-axio-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2007/
toyota-axio-2009,Toyota,Axio,2009,sedan,toyota-axio-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2009/
toyota-axio-2012,Toyota,Axio,2012,sedan,toyota-axio-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2012/
toyota-axio-2015,Toyota,Axio,2015,sedan,toyota-axio-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2015/
toyota-axio-2016,Toyota,Axio,2016,sedan,toyota-axio-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2016/
toyota-axio-2021,Toyota,Axio,2021,sedan,toyota-axio-2021-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2021/
toyota-axio-2023,Toyota,Axio,2023,sedan,toyota-axio-2023-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/axio/2023/
toyota-camry-2003,Toyota,Camry,2003,sedan,toyota-camry-2003-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2003/
toyota-camry-2007,Toyota,Camry,2007,sedan,toyota-camry-2007-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2007/
toyota-camry-2009,Toyota,Camry,2009,sedan,toyota-camry-2009-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2009/
toyota-camry-2015,Toyota,Camry,2015,sedan,toyota-camry-2015-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2015/
toyota-camry-2018,Toyota,Camry,2018,sedan,toyota-camry-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2018/
toyota-camry-2020,Toyota,Camry,2020,sedan,toyota-camry-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2020/
toyota-camry-2022,Toyota,Camry,2022,sedan,toyota-camry-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2022/
toyota-camry-2024,Toyota,Camry,2024,sedan,toyota-camry-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/camry/2024/
toyota-corolla-2003,Toyota,Corolla,2003,sedan,toyota-corolla-2003-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2003/
toyota-corolla-2005,Toyota,Corolla,2005,sedan,toyota-corolla-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2005/
toyota-corolla-2008,Toyota,Corolla,2008,sedan,toyota-corolla-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2008/
toyota-corolla-2010,Toyota,Corolla,2010,sedan,toyota-corolla-2010-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2010/
toyota-corolla-2012,Toyota,Corolla,2012,sedan,toyota-corolla-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2012/
toyota-corolla-2014,Toyota,Corolla,2014,sedan,toyota-corolla-2014-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2014/
toyota-corolla-2016,Toyota,Corolla,2016,sedan,toyota-corolla-2016-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2016/
toyota-corolla-2020,Toyota,Corolla,2020,sedan,toyota-corolla-2020-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2020/
toyota-corolla-2022,Toyota,Corolla,2022,sedan,toyota-corolla-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2022/
toyota-corolla-2024,Toyota,Corolla,2024,sedan,toyota-corolla-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/corolla/2024/
toyota-hilux-2005,Toyota,Hilux,2005,pickup,toyota-hilux-2005-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2005/
toyota-hilux-2008,Toyota,Hilux,2008,pickup,toyota-hilux-2008-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2008/
toyota-hilux-2012,Toyota,Hilux,2012,pickup,toyota-hilux-2012-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2012/
toyota-hilux-2018,Toyota,Hilux,2018,pickup,toyota-hilux-2018-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2018/
toyota-hilux-2022,Toyota,Hilux,2022,pickup,toyota-hilux-2022-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2022/
toyota-hilux-2024,Toyota,Hilux,2024,pickup,toyota-hilux-2024-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/hilux/2024/
toyota-land-cruiser-2004,Toyota,Land Cruiser,2004,suv,toyota-land-cruiser-2004-hero.jpg,C:/Users/Oza/Documents/afrotools/assets/img/cars/toyota/land-cruiser/2004/
