scope,image_id,name,category,folder,filename,route,languages,tool_ids,prompt
"localized-only-shared","zana-ustahiki-wa-mkopo-wa-shamba-sw","Ustahiki wa Mkopo wa Shamba | Agro Loan","Agriculture","/assets/img/tools/","zana-ustahiki-wa-mkopo-wa-shamba-sw.webp","/sw/zana/ustahiki-wa-mkopo-wa-shamba/","sw","zana-ustahiki-wa-mkopo-wa-shamba-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Ustahiki wa Mkopo wa Shamba | Agro Loan. Category context: Agriculture. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-chaguo-nasibu-sw","Chaguo Nasibu","Business & ROI","/assets/img/tools/","zana-chaguo-nasibu-sw.webp","/sw/zana/chaguo-nasibu/","sw","zana-chaguo-nasibu-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Chaguo Nasibu. Category context: Business & ROI. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","event-countdown","Hesabu Siku za Tukio","Business & ROI","/assets/img/tools/","event-countdown.webp","/sw/zana/hesabu-siku-za-tukio/","sw","zana-hesabu-siku-za-tukio-sw-wave8","Create an 800x450 WebP tool card image for AfroTools. Subject: Hesabu Siku za Tukio. Category context: Business & ROI. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kikokotoo-umri-sw","Kikokotoo Umri - miaka, miezi na siku","Business & ROI","/assets/img/tools/","zana-kikokotoo-umri-sw.webp","/sw/zana/kikokotoo-umri/","sw","zana-kikokotoo-umri-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kikokotoo Umri - miaka, miezi na siku. Category context: Business & ROI. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","business-roi","Outils business et ROI","Business & ROI","/assets/img/tools/","business-roi.webp","/fr/business-roi","fr","business-roi-fr","Create an 800x450 WebP tool card image for AfroTools. Subject: Outils business et ROI. Category context: Business & ROI. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","side-hustle-list","Orodha ya Side Hustle","Career & Development","/assets/img/tools/","side-hustle-list.webp","/sw/zana/orodha-ya-side-hustle/","sw","zana-orodha-ya-side-hustle-sw-finish","Create an 800x450 WebP tool card image for AfroTools. Subject: Orodha ya Side Hustle. Category context: Career & Development. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","freelance-rate-card","Viwango vya Freelancer","Career & Development","/assets/img/tools/","freelance-rate-card.webp","/sw/zana/viwango-vya-freelancer/","sw","zana-viwango-vya-freelancer-sw-finish","Create an 800x450 WebP tool card image for AfroTools. Subject: Viwango vya Freelancer. Category context: Career & Development. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-hatari-ya-mafuriko-sw","Hatari ya Mafuriko","Climate & Environment","/assets/img/tools/","zana-hatari-ya-mafuriko-sw.webp","/sw/zana/hatari-ya-mafuriko/","sw","zana-hatari-ya-mafuriko-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Hatari ya Mafuriko. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-hatari-ya-ukame-sw","Hatari ya Ukame kwa mashamba","Climate & Environment","/assets/img/tools/","zana-hatari-ya-ukame-sw.webp","/sw/zana/hatari-ya-ukame/","sw","zana-hatari-ya-ukame-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Hatari ya Ukame kwa mashamba. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-usalama-wa-maji-sw","Kikagua Usalama wa Maji","Climate & Environment","/assets/img/tools/","zana-usalama-wa-maji-sw.webp","/sw/zana/usalama-wa-maji/","sw","zana-usalama-wa-maji-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kikagua Usalama wa Maji. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-mapato-ya-carbon-credit-sw","Mapato ya Carbon Credit","Climate & Environment","/assets/img/tools/","zana-mapato-ya-carbon-credit-sw.webp","/sw/zana/mapato-ya-carbon-credit/","sw","zana-mapato-ya-carbon-credit-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Mapato ya Carbon Credit. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-ubora-wa-hewa-sw","Ubora wa Hewa","Climate & Environment","/assets/img/tools/","zana-ubora-wa-hewa-sw.webp","/sw/zana/ubora-wa-hewa/","sw","zana-ubora-wa-hewa-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Ubora wa Hewa. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-upungufu-wa-maji-sw","Upungufu wa Maji","Climate & Environment","/assets/img/tools/","zana-upungufu-wa-maji-sw.webp","/sw/zana/upungufu-wa-maji/","sw","zana-upungufu-wa-maji-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Upungufu wa Maji. Category context: Climate & Environment. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kalenda-ya-mitandao-ya-kijamii-sw-wave9","Kalenda ya Mitandao ya Kijamii","Creative Economy","/assets/img/tools/","zana-kalenda-ya-mitandao-ya-kijamii-sw-wave9.webp","/sw/zana/kalenda-ya-mitandao-ya-kijamii/","sw","zana-kalenda-ya-mitandao-ya-kijamii-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kalenda ya Mitandao ya Kijamii. Category context: Creative Economy. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kirekodi-skrini-sw-wave9","Kirekodi Skrini","Creative Economy","/assets/img/tools/","zana-kirekodi-skrini-sw-wave9.webp","/sw/zana/kirekodi-skrini/","sw","zana-kirekodi-skrini-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kirekodi Skrini. Category context: Creative Economy. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","content-repurposer","Kubadilisha Maudhui kwa Majukwaa","Creative Economy","/assets/img/tools/","content-repurposer.webp","/sw/zana/kubadilisha-maudhui-kwa-majukwaa/","sw","zana-kubadilisha-maudhui-kwa-majukwaa-sw-wave8","Create an 800x450 WebP tool card image for AfroTools. Subject: Kubadilisha Maudhui kwa Majukwaa. Category context: Creative Economy. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","audio-recorder-editor","Rekodi na Hariri Sauti","Creative Economy","/assets/img/tools/","audio-recorder-editor.webp","/sw/zana/rekodi-na-hariri-sauti/","sw","zana-rekodi-na-hariri-sauti-sw-wave8","Create an 800x450 WebP tool card image for AfroTools. Subject: Rekodi na Hariri Sauti. Category context: Creative Economy. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kijaribu-api-sw-wave9","Kijaribu API","Developer Tools","/assets/img/tools/","zana-kijaribu-api-sw-wave9.webp","/sw/zana/kijaribu-api/","sw","zana-kijaribu-api-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kijaribu API. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-htaccess-sw-wave9","Kizalishaji .htaccess","Developer Tools","/assets/img/tools/","zana-kizalishaji-htaccess-sw-wave9.webp","/sw/zana/kizalishaji-htaccess/","sw","zana-kizalishaji-htaccess-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji .htaccess. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-docker-compose-sw-wave9","Kizalishaji Docker Compose","Developer Tools","/assets/img/tools/","zana-kizalishaji-docker-compose-sw-wave9.webp","/sw/zana/kizalishaji-docker-compose/","sw","zana-kizalishaji-docker-compose-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji Docker Compose. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-gradient-css-sw-wave9","Kizalishaji Gradient CSS","Developer Tools","/assets/img/tools/","zana-kizalishaji-gradient-css-sw-wave9.webp","/sw/zana/kizalishaji-gradient-css/","sw","zana-kizalishaji-gradient-css-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji Gradient CSS. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-meta-tags-sw-wave9","Kizalishaji Meta Tags","Developer Tools","/assets/img/tools/","zana-kizalishaji-meta-tags-sw-wave9.webp","/sw/zana/kizalishaji-meta-tags/","sw","zana-kizalishaji-meta-tags-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji Meta Tags. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","robots-txt-generator","Kizalishaji robots.txt","Developer Tools","/assets/img/tools/","robots-txt-generator.webp","/sw/zana/kizalishaji-robots-txt/","sw","zana-kizalishaji-robots-txt-sw-wave8","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji robots.txt. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-ujumbe-wa-commit-sw-wave9","Kizalishaji Ujumbe wa Commit","Developer Tools","/assets/img/tools/","zana-kizalishaji-ujumbe-wa-commit-sw-wave9.webp","/sw/zana/kizalishaji-ujumbe-wa-commit/","sw","zana-kizalishaji-ujumbe-wa-commit-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji Ujumbe wa Commit. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kubadilisha-data-sw-wave9","Kubadilisha Data","Developer Tools","/assets/img/tools/","zana-kubadilisha-data-sw-wave9.webp","/sw/zana/kubadilisha-data/","sw","zana-kubadilisha-data-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kubadilisha Data. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kusimba-url-sw-wave9","Kusimba URL","Developer Tools","/assets/img/tools/","zana-kusimba-url-sw-wave9.webp","/sw/zana/kusimba-url/","sw","zana-kusimba-url-sw-wave9","Create an 800x450 WebP tool card image for AfroTools. Subject: Kusimba URL. Category context: Developer Tools. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kikokotoo-uhamishaji-sw","Kikokotoo cha Uhamishaji","Diaspora","/assets/img/tools/","zana-kikokotoo-uhamishaji-sw.webp","/sw/zana/kikokotoo-uhamishaji/","sw","zana-kikokotoo-uhamishaji-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kikokotoo cha Uhamishaji. Category context: Diaspora. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-ankara-ya-freelancer-sw","Ankara ya Freelancer","Document & PDF","/assets/img/tools/","zana-ankara-ya-freelancer-sw.webp","/sw/zana/ankara-ya-freelancer/","sw","zana-ankara-ya-freelancer-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Ankara ya Freelancer. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-ankara-ya-mtayarishi-sw","Ankara ya Mtayarishi","Document & PDF","/assets/img/tools/","zana-ankara-ya-mtayarishi-sw.webp","/sw/zana/ankara-ya-mtayarishi/","sw","zana-ankara-ya-mtayarishi-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Ankara ya Mtayarishi. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-chat-na-pdf-sw","Chat na PDF - uliza maswali kuhusu hati","Document & PDF","/assets/img/tools/","zana-chat-na-pdf-sw.webp","/sw/zana/chat-na-pdf/","sw","zana-chat-na-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Chat na PDF - uliza maswali kuhusu hati. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-hariri-pdf-sw","Hariri PDF - Ongeza maandishi, maumbo na maelezo","Document & PDF","/assets/img/tools/","zana-hariri-pdf-sw.webp","/sw/zana/hariri-pdf/","sw","zana-hariri-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Hariri PDF - Ongeza maandishi, maumbo na maelezo. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-html-kwenda-pdf-sw","HTML kwenda PDF - geuza HTML au rich text kuwa PDF","Document & PDF","/assets/img/tools/","zana-html-kwenda-pdf-sw.webp","/sw/zana/html-kwenda-pdf/","sw","zana-html-kwenda-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: HTML kwenda PDF - geuza HTML au rich text kuwa PDF. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kichwa-na-kijachini-pdf-sw","Kichwa na Kijachini cha PDF - Kichwa na footer","Document & PDF","/assets/img/tools/","zana-kichwa-na-kijachini-pdf-sw.webp","/sw/zana/kichwa-na-kijachini-pdf/","sw","zana-kichwa-na-kijachini-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kichwa na Kijachini cha PDF - Kichwa na footer. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-ufadhili wa ankara-ankara-sw","Kikokotoo cha Ufadhili wa Ankara","Document & PDF","/assets/img/tools/","zana-ufadhili wa ankara-ankara-sw.webp","/sw/zana/factoring-ankara/","sw","zana-ufadhili wa ankara-ankara-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kikokotoo cha Ufadhili wa Ankara. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kituo-cha-pdf-sw","Kituo cha PDF - Zana za PDF kwa Kiswahili","Document & PDF","/assets/img/tools/","zana-kituo-cha-pdf-sw.webp","/sw/zana/kituo-cha-pdf/","sw","zana-kituo-cha-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kituo cha PDF - Zana za PDF kwa Kiswahili. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kizalishaji-ankara-sw","Kizalishaji cha Ankara | Ankara ya PDF kwa Kiswahili","Document & PDF","/assets/img/tools/","zana-kizalishaji-ankara-sw.webp","/sw/zana/kizalishaji-ankara/","sw","zana-kizalishaji-ankara-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji cha Ankara | Ankara ya PDF kwa Kiswahili. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-ankara-proforma-sw","Kizalishaji cha Ankara Proforma","Document & PDF","/assets/img/tools/","zana-ankara-proforma-sw.webp","/sw/zana/ankara-proforma/","sw","zana-ankara-proforma-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji cha Ankara Proforma. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-barua-ombi-sw","Kizalishaji cha Barua ya Ombi la Kazi — Kiswahili & Kiingereza","Document & PDF","/assets/img/tools/","zana-barua-ombi-sw.webp","/sw/zana/barua-ombi/","sw","zana-barua-ombi-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kizalishaji cha Barua ya Ombi la Kazi — Kiswahili & Kiingereza. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kubadilisha-format-pdf-sw","Kubadilisha Format ya PDF - Panga aina za faili","Document & PDF","/assets/img/tools/","zana-kubadilisha-format-pdf-sw.webp","/sw/zana/kubadilisha-format-pdf/","sw","zana-kubadilisha-format-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kubadilisha Format ya PDF - Panga aina za faili. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kubadilisha-pdf-na-picha-sw","Kubadilisha PDF na Picha - PDF kwenda picha na picha kwenda PDF","Document & PDF","/assets/img/tools/","zana-kubadilisha-pdf-na-picha-sw.webp","/sw/zana/kubadilisha-pdf-na-picha/","sw","zana-kubadilisha-pdf-na-picha-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kubadilisha PDF na Picha - PDF kwenda picha na picha kwenda PDF. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kubana-pdf-sw","Kubana PDF - Punguza ukubwa wa faili kwa faragha","Document & PDF","/assets/img/tools/","zana-kubana-pdf-sw.webp","/sw/zana/kubana-pdf/","sw","zana-kubana-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kubana PDF - Punguza ukubwa wa faili kwa faragha. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kuficha-taarifa-pdf-sw","Kuficha Taarifa kwenye PDF - Ficha taarifaion kwa faragha","Document & PDF","/assets/img/tools/","zana-kuficha-taarifa-pdf-sw.webp","/sw/zana/kuficha-taarifa-pdf/","sw","zana-kuficha-taarifa-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kuficha Taarifa kwenye PDF - Ficha taarifaion kwa faragha. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kujaza-fomu-pdf-sw","Kujaza Fomu za PDF - Andika kwenye fomu na pakua","Document & PDF","/assets/img/tools/","zana-kujaza-fomu-pdf-sw.webp","/sw/zana/kujaza-fomu-pdf/","sw","zana-kujaza-fomu-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kujaza Fomu za PDF - Andika kwenye fomu na pakua. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kulinganisha-pdf-sw","Kulinganisha PDF - text diff na visual review","Document & PDF","/assets/img/tools/","zana-kulinganisha-pdf-sw.webp","/sw/zana/kulinganisha-pdf/","sw","zana-kulinganisha-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kulinganisha PDF - text diff na visual review. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kupanga-kurasa-pdf-sw","Kupanga Kurasa za PDF - Panga upya, rotate na delete","Document & PDF","/assets/img/tools/","zana-kupanga-kurasa-pdf-sw.webp","/sw/zana/kupanga-kurasa-pdf/","sw","zana-kupanga-kurasa-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kupanga Kurasa za PDF - Panga upya, rotate na delete. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kurekebisha-pdf-sw","Kurekebisha PDF - jaribu kufungua faili zilizoharibika","Document & PDF","/assets/img/tools/","zana-kurekebisha-pdf-sw.webp","/sw/zana/kurekebisha-pdf/","sw","zana-kurekebisha-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kurekebisha PDF - jaribu kufungua faili zilizoharibika. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kusaini-pdf-sw","Kusaini PDF - Chora, andika au pakia saini","Document & PDF","/assets/img/tools/","zana-kusaini-pdf-sw.webp","/sw/zana/kusaini-pdf/","sw","zana-kusaini-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kusaini PDF - Chora, andika au pakia saini. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
"localized-only-shared","zana-kutafsiri-pdf-sw","Kutafsiri PDF - tafsiri hati kwa tahadhari","Document & PDF","/assets/img/tools/","zana-kutafsiri-pdf-sw.webp","/sw/zana/kutafsiri-pdf/","sw","zana-kutafsiri-pdf-sw","Create an 800x450 WebP tool card image for AfroTools. Subject: Kutafsiri PDF - tafsiri hati kwa tahadhari. Category context: Document & PDF. Show a practical African workflow scene or clean symbolic app illustration that matches the tool purpose. Use a polished modern editorial style, warm natural light, balanced composition, realistic African context where helpful, no readable text, no brand logos, no UI with fake words, no flags as the main subject, safe margins for card cropping."
